Ckey,Druid,Title,Purl,Symph_Bar,Call_Num
2924448,qb649ff4609,"Millbrae, San Mateo County, California, Oct. 1949",https://purl.stanford.edu/qb649ff4609,36105121216902,G4364 .M646 1949 .S3 SHEET1
2924448,cp844td1244,"Millbrae, San Mateo County, California, Oct. 1949",https://purl.stanford.edu/cp844td1244,36105121216910,G4364 .M646 1949 .S3 SHEET2
2924448,mg963zx4158,"Millbrae, San Mateo County, California, Oct. 1949",https://purl.stanford.edu/mg963zx4158,36105121217199,G4364 .M646 1949 .S3 SHEET3
2924448,pc223jc8292,"Millbrae, San Mateo County, California, Oct. 1949",https://purl.stanford.edu/pc223jc8292,36105121217181,G4364 .M646 1949 .S3 SHEET4
2924448,nf925jn6117,"Millbrae, San Mateo County, California, Oct. 1949",https://purl.stanford.edu/nf925jn6117,36105121217173,G4364 .M646 1949 .S3 SHEET5
2924448,kw870nb3540,"Millbrae, San Mateo County, California, Oct. 1949",https://purl.stanford.edu/kw870nb3540,36105121217165,G4364 .M646 1949 .S3 SHEET6
2924448,wt150ww1459,"Millbrae, San Mateo County, California, Oct. 1949",https://purl.stanford.edu/wt150ww1459,36105121217157,G4364 .M646 1949 .S3 SHEET7
2924448,cf608xn6837,"Millbrae, San Mateo County, California, Oct. 1949",https://purl.stanford.edu/cf608xn6837,36105121217140,G4364 .M646 1949 .S3 SHEET8
2924448,jc429tj2919,"Millbrae, San Mateo County, California, Oct. 1949",https://purl.stanford.edu/jc429tj2919,36105121217132,G4364 .M646 1949 .S3 SHEET9
2924448,ft046sb0626,"Millbrae, San Mateo County, California, Oct. 1949",https://purl.stanford.edu/ft046sb0626,36105121217124,G4364 .M646 1949 .S3 SHEET10
2924448,yh471mq5095,"Millbrae, San Mateo County, California, Oct. 1949",https://purl.stanford.edu/yh471mq5095,36105121217116,G4364 .M646 1949 .S3 SHEET11
2924448,ft050kd6056,"Millbrae, San Mateo County, California, Oct. 1949",https://purl.stanford.edu/ft050kd6056,36105121217108,G4364 .M646 1949 .S3 SHEET12
2924448,rj003pn5136,"Millbrae, San Mateo County, California, Oct. 1949",https://purl.stanford.edu/rj003pn5136,36105121217090,G4364 .M646 1949 .S3 SHEET13
