Ckey,Druid,Title,Purl,Symph_Bar,Call_Num
2725307,rd232fq4247,"Compton, Los Angeles County, California, Sept. 1938.",https://purl.stanford.edu/rd232fq4247,36105011157448,G4364 .C73 1938 .S3 SHEET1
2725307,bj897vy2940,"Compton, Los Angeles County, California, Sept. 1938.",https://purl.stanford.edu/bj897vy2940,36105011157455,G4364 .C73 1938 .S3 SHEET2
2725307,fq677jp1259,"Compton, Los Angeles County, California, Sept. 1938.",https://purl.stanford.edu/fq677jp1259,36105011157463,G4364 .C73 1938 .S3 SHEET3
2725307,mx623dv6279,"Compton, Los Angeles County, California, Sept. 1938.",https://purl.stanford.edu/mx623dv6279,36105011157471,G4364 .C73 1938 .S3 SHEET4
2725307,zj692zd9005,"Compton, Los Angeles County, California, Sept. 1938.",https://purl.stanford.edu/zj692zd9005,36105011157489,G4364 .C73 1938 .S3 SHEET5
2725307,ht371sy5737,"Compton, Los Angeles County, California, Sept. 1938.",https://purl.stanford.edu/ht371sy5737,36105011157497,G4364 .C73 1938 .S3 SHEET6
2725307,vm658tm3088,"Compton, Los Angeles County, California, Sept. 1938.",https://purl.stanford.edu/vm658tm3088,36105011157505,G4364 .C73 1938 .S3 SHEET7
2725307,ww628qt1590,"Compton, Los Angeles County, California, Sept. 1938.",https://purl.stanford.edu/ww628qt1590,36105011157513,G4364 .C73 1938 .S3 SHEET8
2725307,tz450rr5469,"Compton, Los Angeles County, California, Sept. 1938.",https://purl.stanford.edu/tz450rr5469,36105011157521,G4364 .C73 1938 .S3 SHEET9
2725307,zj710nd6939,"Compton, Los Angeles County, California, Sept. 1938.",https://purl.stanford.edu/zj710nd6939,36105011157539,G4364 .C73 1938 .S3 SHEET10
2725307,td625cg5707,"Compton, Los Angeles County, California, Sept. 1938.",https://purl.stanford.edu/td625cg5707,36105011157547,G4364 .C73 1938 .S3 SHEET11
2725307,xh119pd3994,"Compton, Los Angeles County, California, Sept. 1938.",https://purl.stanford.edu/xh119pd3994,36105011157554,G4364 .C73 1938 .S3 SHEET12
2725307,ht788xw6557,"Compton, Los Angeles County, California, Sept. 1938.",https://purl.stanford.edu/ht788xw6557,36105011157562,G4364 .C73 1938 .S3 SHEET13
2725307,nx843tp1389,"Compton, Los Angeles County, California, Sept. 1938.",https://purl.stanford.edu/nx843tp1389,36105011157570,G4364 .C73 1938 .S3 SHEET14
2725307,cc487jp6005,"Compton, Los Angeles County, California, Sept. 1938.",https://purl.stanford.edu/cc487jp6005,36105011157588,G4364 .C73 1938 .S3 SHEET15
2725307,wn215kr4470,"Compton, Los Angeles County, California, Sept. 1938.",https://purl.stanford.edu/wn215kr4470,36105011157596,G4364 .C73 1938 .S3 SHEET16
2725307,bj095bk1483,"Compton, Los Angeles County, California, Sept. 1938.",https://purl.stanford.edu/bj095bk1483,36105011157604,G4364 .C73 1938 .S3 SHEET17
2725307,wt532sj4334,"Compton, Los Angeles County, California, Sept. 1938.",https://purl.stanford.edu/wt532sj4334,36105011157612,G4364 .C73 1938 .S3 SHEET18
2725307,xj032qq8823,"Compton, Los Angeles County, California, Sept. 1938.",https://purl.stanford.edu/xj032qq8823,36105011157620,G4364 .C73 1938 .S3 SHEET19
2725307,cm783sq0082,"Compton, Los Angeles County, California, Sept. 1938.",https://purl.stanford.edu/cm783sq0082,36105011157638,G4364 .C73 1938 .S3 SHEET20
2725307,vb009pf5639,"Compton, Los Angeles County, California, Sept. 1938.",https://purl.stanford.edu/vb009pf5639,36105011157646,G4364 .C73 1938 .S3 SHEET21
2725307,zf285rx4215,"Compton, Los Angeles County, California, Sept. 1938.",https://purl.stanford.edu/zf285rx4215,36105011157653,G4364 .C73 1938 .S3 SHEET22
2725307,qp111nx5530,"Compton, Los Angeles County, California, Sept. 1938.",https://purl.stanford.edu/qp111nx5530,36105011157661,G4364 .C73 1938 .S3 SHEET23
2725307,fm857ft7401,"Compton, Los Angeles County, California, Sept. 1938.",https://purl.stanford.edu/fm857ft7401,36105011157679,G4364 .C73 1938 .S3 SHEET24
2725307,tg882dp7368,"Compton, Los Angeles County, California, Sept. 1938.",https://purl.stanford.edu/tg882dp7368,36105011157687,G4364 .C73 1938 .S3 SHEET25
2725307,tn097xd5399,"Compton, Los Angeles County, California, Sept. 1938.",https://purl.stanford.edu/tn097xd5399,36105011157695,G4364 .C73 1938 .S3 SHEET26
2725307,zk269gt2595,"Compton, Los Angeles County, California, Sept. 1938.",https://purl.stanford.edu/zk269gt2595,36105011157703,G4364 .C73 1938 .S3 SHEET27
2725307,vy250bg9038,"Compton, Los Angeles County, California, Sept. 1938.",https://purl.stanford.edu/vy250bg9038,36105011157711,G4364 .C73 1938 .S3 SHEET28
2725307,fm193dx7512,"Compton, Los Angeles County, California, Sept. 1938.",https://purl.stanford.edu/fm193dx7512,36105011157729,G4364 .C73 1938 .S3 SHEET29
