Ckey,Call_Num,Symph_Bar,Druid,Purl,Title
2961024,G3701 .N33 SVAR .G4 INDEX,36105006149277,kg462fw0010,https://purl.stanford.edu/kg462fw0010,Electric Reliability Council regions of the United States
2961024,G3701 .N33 SVAR .G4 ALASKA/HAWAII,36105006149178,cc549yk6864,https://purl.stanford.edu/cc549yk6864,Electric Reliability Council regions of the United States
2961024,G3701 .N33 SVAR .G4 ECAR REGION,36105006149236,tj255rp5180,https://purl.stanford.edu/tj255rp5180,Electric Reliability Council regions of the United States
2961024,G3701 .N33 SVAR .G4 ERCOT REGION,36105006149210,cg408jq9754,https://purl.stanford.edu/cg408jq9754,Electric Reliability Council regions of the United States
2961024,G3701 .N33 SVAR .G4 MAAC REGION,36105006149251,jh384dv1446,https://purl.stanford.edu/jh384dv1446,Electric Reliability Council regions of the United States
2961024,G3701 .N33 SVAR .G4 MAIN REGION,36105006149194,ms623kc9263,https://purl.stanford.edu/ms623kc9263,Electric Reliability Council regions of the United States
2961024,G3701 .N33 SVAR .G4 MARCA REGION,36105006149228,pd555hj9115,https://purl.stanford.edu/pd555hj9115,Electric Reliability Council regions of the United States
2961024,G3701 .N33 SVAR .G4 NPCC REGION,36105006149269,hb957dd2438,https://purl.stanford.edu/hb957dd2438,Electric Reliability Council regions of the United States
2961024,G3701 .N33 SVAR .G4 SERC REGION,36105006149186,mv603kf2985,https://purl.stanford.edu/mv603kf2985,Electric Reliability Council regions of the United States
2961024,G3701 .N33 SVAR .G4 SWPP REGION,36105006149202,my696vg3139,https://purl.stanford.edu/my696vg3139,Electric Reliability Council regions of the United States
2961024,G3701 .N33 SVAR .G4 WSCC REGION-NORTH ,36105006149244,cw088zt4594,https://purl.stanford.edu/cw088zt4594,Electric Reliability Council regions of the United States
