Ckey,Druid,Title,Purl,Symph_Bar,Call_Num
2925825,dh257jd2380,"Santa Paula, Ventura County, California, December 1929.",https://purl.stanford.edu/dh257jd2380,36105121214030,G4364 .S235 1929 .S3 SHEET1
2925825,zv341xw7123,"Santa Paula, Ventura County, California, December 1929.",https://purl.stanford.edu/zv341xw7123,36105121214048,G4364 .S235 1929 .S3 SHEET2
2925825,jp083ts2836,"Santa Paula, Ventura County, California, December 1929.",https://purl.stanford.edu/jp083ts2836,36105121214055,G4364 .S235 1929 .S3 SHEET3
2925825,bf427pd6295,"Santa Paula, Ventura County, California, December 1929.",https://purl.stanford.edu/bf427pd6295,36105121214063,G4364 .S235 1929 .S3 SHEET4
2925825,rv596bq8801,"Santa Paula, Ventura County, California, December 1929.",https://purl.stanford.edu/rv596bq8801,36105121214071,G4364 .S235 1929 .S3 SHEET5
2925825,fk070yr9730,"Santa Paula, Ventura County, California, December 1929.",https://purl.stanford.edu/fk070yr9730,36105121214196,G4364 .S235 1929 .S3 SHEET6
2925825,tm590cf2777,"Santa Paula, Ventura County, California, December 1929.",https://purl.stanford.edu/tm590cf2777,36105121214188,G4364 .S235 1929 .S3 SHEET7
2925825,mn535sr4226,"Santa Paula, Ventura County, California, December 1929.",https://purl.stanford.edu/mn535sr4226,36105121214170,G4364 .S235 1929 .S3 SHEET8
2925825,kk882zf6239,"Santa Paula, Ventura County, California, December 1929.",https://purl.stanford.edu/kk882zf6239,36105121214162,G4364 .S235 1929 .S3 SHEET9
2925825,wv319zk4424,"Santa Paula, Ventura County, California, December 1929.",https://purl.stanford.edu/wv319zk4424,36105121214154,G4364 .S235 1929 .S3 SHEET10
2925825,pj042jy0200,"Santa Paula, Ventura County, California, December 1929.",https://purl.stanford.edu/pj042jy0200,36105121214147,G4364 .S235 1929 .S3 SHEET11
2925825,ps684st8862,"Santa Paula, Ventura County, California, December 1929.",https://purl.stanford.edu/ps684st8862,36105121214139,G4364 .S235 1929 .S3 SHEET12
2925825,hy675gc5935,"Santa Paula, Ventura County, California, December 1929.",https://purl.stanford.edu/hy675gc5935,36105121214121,G4364 .S235 1929 .S3 SHEET13
2925825,jc902qh8214,"Santa Paula, Ventura County, California, December 1929.",https://purl.stanford.edu/jc902qh8214,36105121214113,G4364 .S235 1929 .S3 SHEET14
2925825,mb407wd3563,"Santa Paula, Ventura County, California, December 1929.",https://purl.stanford.edu/mb407wd3563,36105121214105,G4364 .S235 1929 .S3 SHEET15
2925825,fs948zb5358,"Santa Paula, Ventura County, California, December 1929.",https://purl.stanford.edu/fs948zb5358,36105121214097,G4364 .S235 1929 .S3 SHEET16
2925825,gy332jg4046,"Santa Paula, Ventura County, California, December 1929.",https://purl.stanford.edu/gy332jg4046,36105121214089,G4364 .S235 1929 .S3 SHEET17
2925825,kp938wk9162,"Santa Paula, Ventura County, California, December 1929.",https://purl.stanford.edu/kp938wk9162,36105121213230,G4364 .S235 1929 .S3 SHEET18
2925825,np060tq4652,"Santa Paula, Ventura County, California, December 1929.",https://purl.stanford.edu/np060tq4652,36105121213222,G4364 .S235 1929 .S3 SHEET19
2925825,vx531fv4876,"Santa Paula, Ventura County, California, December 1929.",https://purl.stanford.edu/vx531fv4876,36105121213214,G4364 .S235 1929 .S3 SHEET20
2925825,nr642px1231,"Santa Paula, Ventura County, California, December 1929.",https://purl.stanford.edu/nr642px1231,36105121213206,G4364 .S235 1929 .S3 SHEET21
2925825,fz907xv3067,"Santa Paula, Ventura County, California, December 1929.",https://purl.stanford.edu/fz907xv3067,36105121213198,G4364 .S235 1929 .S3 SHEET22
2925825,mb686wy4504,"Santa Paula, Ventura County, California, December 1929.",https://purl.stanford.edu/mb686wy4504,36105121213180,G4364 .S235 1929 .S3 SHEET23
2925825,qq959vb9907,"Santa Paula, Ventura County, California, December 1929.",https://purl.stanford.edu/qq959vb9907,36105121213172,G4364 .S235 1929 .S3 SHEET24
2925825,bm882sw9220,"Santa Paula, Ventura County, California, December 1929.",https://purl.stanford.edu/bm882sw9220,36105121213164,G4364 .S235 1929 .S3 SHEET25
2925825,yr418kf5905,"Santa Paula, Ventura County, California, December 1929.",https://purl.stanford.edu/yr418kf5905,36105121213156,G4364 .S235 1929 .S3 SHEET26
2925825,yq439pv5090,"Santa Paula, Ventura County, California, December 1929.",https://purl.stanford.edu/yq439pv5090,36105121213149,G4364 .S235 1929 .S3 SHEET27
2925825,fg225vb6920,"Santa Paula, Ventura County, California, December 1929.",https://purl.stanford.edu/fg225vb6920,36105121213131,G4364 .S235 1929 .S3 SHEET28
2925825,vd360xk2183,"Santa Paula, Ventura County, California, December 1929.",https://purl.stanford.edu/vd360xk2183,36105121213008,G4364 .S235 1929 .S3 SHEET29
2925825,ng643qd0475,"Santa Paula, Ventura County, California, December 1929.",https://purl.stanford.edu/ng643qd0475,36105121213016,G4364 .S235 1929 .S3 SHEET30
2925825,dh168nw1682,"Santa Paula, Ventura County, California, December 1929.",https://purl.stanford.edu/dh168nw1682,36105121213024,G4364 .S235 1929 .S3 SHEET31
2925825,ht134hf8903,"Santa Paula, Ventura County, California, December 1929.",https://purl.stanford.edu/ht134hf8903,36105121213032,G4364 .S235 1929 .S3 SHEET32
2925825,gq027fj7429,"Santa Paula, Ventura County, California, December 1929.",https://purl.stanford.edu/gq027fj7429,36105121213099,G4364 .S235 1929 .S3 SHEET33
2925825,sk859rv6278,"Santa Paula, Ventura County, California, December 1929.",https://purl.stanford.edu/sk859rv6278,36105121213107,G4364 .S235 1929 .S3 SHEET34
